Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result
GLS-2026-0000090,LOT-2026-W06-A,CG-Model-B,RGB-9183,LINE-01,CNC-03,TOOL-13,FIX-B2,OP-020,Day,2026-03-21 06:30:20,AOI,54.6,23873,857.1,3.02,0.939,-82.9,0.3124,0.0,0.7027,0.0268,770.2,47.6,None,None,Pass,OK
GLS-2026-0000091,LOT-2026-W06-A,CG-Model-A,RGB-9267,LINE-01,CNC-02,TOOL-07,FIX-C2,OP-025,Day,2026-02-26 05:49:17,AOI,23.7,23677,816.3,3.33,0.964,-83.9,0.2875,0.0,0.7019,0.0385,783.9,48.6,None,None,Pass,OK
GLS-2026-0000092,LOT-2026-W13-D,CG-Model-B,RGB-9196,LINE-02,CNC-02,TOOL-05,FIX-A3,OP-007,Swing,2026-03-19 16:13:55,AOI,70.4,24401,853.3,3.32,0.971,-80.9,0.3254,0.0,0.7092,0.0223,781.2,46.6,None,None,Pass,OK
GLS-2026-0000093,LOT-2026-W06-A,CG-Model-A,RGB-8493,LINE-02,CNC-05,TOOL-13,FIX-B1,OP-016,Day,2026-03-21 19:38:06,AOI,74.7,23694,828.0,3.1,0.965,-85.0,0.3199,0.0,0.6977,0.018,799.5,44.2,None,None,Pass,OK
GLS-2026-0000094,LOT-2026-W13-D,CG-Model-B,RGB-9249,LINE-02,CNC-06,TOOL-22,FIX-C2,OP-013,Swing,2026-02-23 11:22:11,AOI,58.9,23629,815.4,3.03,1.0,-82.3,0.3007,0.0,0.6965,0.013,777.9,43.1,None,None,Pass,OK
GLS-2026-0000095,LOT-2026-W07-B,CG-Model-B,RGB-9903,LINE-02,CNC-05,TOOL-12,FIX-B3,OP-027,Day,2026-03-25 02:08:16,AOI,26.7,24048,881.8,3.4,0.894,-79.5,0.2898,5.0,0.7053,0.0292,792.4,43.3,None,None,Pass,OK
GLS-2026-0000096,LOT-2026-W11-B,CG-Model-B,RGB-8517,LINE-02,CNC-06,TOOL-17,FIX-C1,OP-022,Day,2026-02-17 17:21:09,AOI,42.5,23520,776.3,3.45,0.994,-83.8,0.3076,7.0,0.6998,0.0127,788.5,48.6,None,None,Pass,OK
GLS-2026-0000097,LOT-2026-W10-A,CG-Model-B,RGB-8501,LINE-02,CNC-01,TOOL-17,FIX-C3,OP-012,Day,2026-02-14 21:27:51,AOI,24.3,23584,839.9,3.21,0.981,-83.1,0.2842,0.0,0.6978,0.0247,796.5,45.7,None,None,Pass,OK
GLS-2026-0000098,LOT-2026-W11-B,CG-Model-A,RGB-8338,LINE-02,CNC-04,TOOL-14,FIX-A1,OP-003,Night,2026-03-12 14:02:01,AOI,72.1,23906,864.1,3.13,1.0,-77.0,0.3157,0.0,0.7022,0.0327,784.9,49.7,None,None,Pass,OK
GLS-2026-0000099,LOT-2026-W10-A,CG-Model-C,RGB-9272,LINE-02,CNC-06,TOOL-18,FIX-B3,OP-007,Swing,2026-03-09 22:22:20,AOI,53.0,24035,825.9,3.24,0.995,-81.6,0.2932,0.0,0.6988,0.0272,767.8,50.1,None,None,Pass,OK
GLS-2026-0000100,LOT-2026-W08-C,CG-Model-B,RGB-8173,LINE-02,CNC-05,TOOL-05,FIX-A1,OP-030,Swing,2026-02-09 02:32:07,AOI,46.2,24111,876.9,3.25,0.922,-81.1,0.3022,0.0,0.6976,0.0164,768.2,45.9,None,None,Pass,OK
GLS-2026-0000101,LOT-2026-W06-A,CG-Model-B,RGB-9200,LINE-02,CNC-01,TOOL-02,FIX-B3,OP-007,Day,2026-03-21 07:10:10,AOI,41.6,24201,886.4,3.32,0.942,-80.9,0.3017,0.0,0.7003,0.0302,805.0,47.4,None,None,Pass,OK
GLS-2026-0000102,LOT-2026-W09-D,CG-Model-A,RGB-9441,LINE-01,CNC-01,TOOL-10,FIX-A2,OP-030,Day,2026-02-12 14:16:19,AOI,63.0,23295,829.3,3.45,0.927,-82.8,0.2895,0.0,0.7057,0.0183,794.9,47.0,None,None,Pass,OK
GLS-2026-0000103,LOT-2026-W13-D,CG-Model-A,RGB-8595,LINE-01,CNC-04,TOOL-06,FIX-C1,OP-016,Day,2026-03-19 16:25:10,AOI,44.4,24213,873.6,3.13,1.0,-79.8,0.2985,0.0,0.7004,0.0114,763.2,48.0,None,None,Pass,OK
GLS-2026-0000104,LOT-2026-W06-A,CG-Model-A,RGB-8984,LINE-02,CNC-05,TOOL-10,FIX-B1,OP-010,Swing,2026-02-01 10:14:53,AOI,48.5,23962,846.7,3.04,0.957,-83.0,0.3075,0.0,0.6938,0.0247,764.6,42.9,None,None,Pass,OK
GLS-2026-0000105,LOT-2026-W13-D,CG-Model-B,RGB-8490,LINE-02,CNC-05,TOOL-21,FIX-A3,OP-007,Night,2026-03-19 05:12:17,AOI,74.7,24170,889.7,2.88,0.916,-82.8,0.3124,0.0,0.7048,0.0356,794.1,45.2,None,None,Pass,OK
GLS-2026-0000106,LOT-2026-W13-D,CG-Model-C,RGB-9224,LINE-02,CNC-03,TOOL-02,FIX-A3,OP-004,Swing,2026-03-18 15:23:55,AOI,47.7,24142,849.3,3.18,0.976,-81.6,0.29,0.0,0.7058,0.0351,780.5,44.7,None,None,Pass,OK
GLS-2026-0000107,LOT-2026-W13-D,CG-Model-C,RGB-8363,LINE-02,CNC-06,TOOL-09,FIX-B3,OP-009,Night,2026-03-18 06:16:01,AOI,70.3,24322,826.5,3.23,0.967,-79.4,0.3189,0.0,0.6964,0.0434,795.1,46.1,None,None,Pass,OK
GLS-2026-0000108,LOT-2026-W10-A,CG-Model-B,RGB-9114,LINE-02,CNC-05,TOOL-15,FIX-A1,OP-010,Day,2026-03-11 13:28:20,AOI,80.7,24002,831.8,3.16,0.993,-83.6,0.3184,0.0,0.7035,0.0354,796.5,44.8,None,None,Pass,OK
GLS-2026-0000109,LOT-2026-W07-B,CG-Model-B,RGB-9136,LINE-01,CNC-04,TOOL-19,FIX-B2,OP-017,Swing,2026-02-28 08:25:17,AOI,76.5,24102,867.8,3.24,0.963,-84.3,0.3252,14.8,0.6931,0.0244,777.2,49.5,None,None,Pass,OK
GLS-2026-0000110,LOT-2026-W11-B,CG-Model-B,RGB-9315,LINE-01,CNC-01,TOOL-14,FIX-B1,OP-020,Day,2026-03-13 21:35:24,AOI,82.3,23952,819.2,3.45,1.0,-87.7,0.3055,0.0,0.6935,0.0007,779.5,46.6,None,None,Pass,OK
GLS-2026-0000111,LOT-2026-W11-B,CG-Model-A,RGB-9803,LINE-01,CNC-02,TOOL-01,FIX-B3,OP-008,Day,2026-02-17 01:45:11,AOI,82.6,24127,844.1,3.29,0.958,-80.7,0.3087,0.0,0.6957,0.0315,781.3,47.4,None,None,Pass,OK
GLS-2026-0000112,LOT-2026-W13-D,CG-Model-B,RGB-9410,LINE-01,CNC-06,TOOL-14,FIX-A1,OP-005,Night,2026-03-18 06:46:29,AOI,82.1,23579,819.9,3.01,0.952,-80.6,0.3304,55.4,0.7039,0.0238,778.6,49.2,None,None,Pass,OK
GLS-2026-0000113,LOT-2026-W08-C,CG-Model-B,RGB-8548,LINE-01,CNC-06,TOOL-14,FIX-C1,OP-030,Night,2026-03-05 05:27:38,AOI,41.8,24415,861.7,3.38,1.0,-84.8,0.3105,0.0,0.6987,0.0389,769.6,45.6,None,None,Pass,OK
GLS-2026-0000114,LOT-2026-W06-A,CG-Model-A,RGB-8423,LINE-01,CNC-06,TOOL-11,FIX-C1,OP-008,Night,2026-02-27 14:48:38,AOI,64.8,23897,838.4,3.31,0.858,-78.0,0.3188,35.3,0.702,0.0102,796.4,43.2,None,None,Pass,OK
GLS-2026-0000115,LOT-2026-W07-B,CG-Model-A,RGB-8864,LINE-02,CNC-02,TOOL-18,FIX-C2,OP-008,Swing,2026-03-02 07:48:14,AOI,55.1,24312,838.7,3.24,0.949,-81.6,0.3104,0.0,0.702,0.0135,794.4,44.7,None,None,Pass,OK
GLS-2026-0000116,LOT-2026-W08-C,CG-Model-A,RGB-9375,LINE-01,CNC-03,TOOL-06,FIX-B3,OP-003,Swing,2026-03-05 23:41:15,AOI,68.3,23631,918.3,3.24,0.925,-82.9,0.3089,0.0,0.6972,0.0218,785.4,44.7,None,None,Pass,OK
GLS-2026-0000117,LOT-2026-W06-A,CG-Model-B,RGB-8786,LINE-02,CNC-05,TOOL-02,FIX-C1,OP-023,Swing,2026-02-03 03:52:08,AOI,67.9,24191,901.9,2.94,0.906,-76.8,0.3049,0.0,0.6992,0.0316,802.2,47.4,None,None,Pass,OK
GLS-2026-0000118,LOT-2026-W08-C,CG-Model-A,RGB-8551,LINE-01,CNC-01,TOOL-15,FIX-B1,OP-025,Night,2026-02-09 02:35:50,AOI,87.7,23676,890.7,2.96,0.881,-79.2,0.3183,18.9,0.6961,0.021,796.8,46.6,None,None,Pass,OK
GLS-2026-0000119,LOT-2026-W10-A,CG-Model-A,RGB-9396,LINE-01,CNC-02,TOOL-22,FIX-B3,OP-017,Swing,2026-02-15 05:42:35,AOI,60.5,23982,761.9,3.26,0.997,-85.3,0.3124,0.0,0.7018,0.0225,778.5,48.6,None,None,Pass,OK
GLS-2026-0000120,LOT-2026-W08-C,CG-Model-A,RGB-8055,LINE-01,CNC-02,TOOL-12,FIX-A3,OP-018,Day,2026-02-07 15:25:33,AOI,70.4,24052,802.4,3.39,0.958,-86.7,0.2815,0.0,0.7016,0.0015,798.6,45.8,None,None,Pass,OK
GLS-2026-0000121,LOT-2026-W06-A,CG-Model-C,RGB-9673,LINE-01,CNC-06,TOOL-06,FIX-A2,OP-025,Day,2026-02-26 11:56:31,AOI,53.2,23765,819.7,3.22,0.971,-81.0,0.3076,0.0,0.6979,0.0023,789.9,45.2,None,None,Pass,OK
GLS-2026-0000122,LOT-2026-W10-A,CG-Model-C,RGB-9636,LINE-01,CNC-05,TOOL-15,FIX-A3,OP-030,Swing,2026-03-11 18:25:00,AOI,83.5,23696,864.4,3.28,0.967,-88.4,0.3162,0.0,0.6993,0.0175,787.3,47.7,None,None,Pass,OK
GLS-2026-0000123,LOT-2026-W10-A,CG-Model-C,RGB-8179,LINE-01,CNC-03,TOOL-01,FIX-C2,OP-021,Swing,2026-03-10 22:57:53,AOI,60.9,23497,810.9,3.11,0.976,-80.1,0.3028,0.0,0.7003,0.0189,781.4,43.2,None,None,Pass,OK
GLS-2026-0000124,LOT-2026-W07-B,CG-Model-C,RGB-9502,LINE-01,CNC-01,TOOL-06,FIX-A2,OP-011,Day,2026-02-28 07:45:57,AOI,43.9,23750,812.5,3.24,1.0,-83.4,0.3062,0.0,0.701,0.0033,773.7,48.9,None,None,Pass,OK
GLS-2026-0000125,LOT-2026-W06-A,CG-Model-A,RGB-9098,LINE-02,CNC-06,TOOL-15,FIX-C1,OP-004,Swing,2026-03-22 14:16:16,AOI,58.9,24136,836.3,3.0,0.96,-79.1,0.2915,10.9,0.6909,0.0171,789.5,47.4,None,None,Pass,OK
GLS-2026-0000126,LOT-2026-W08-C,CG-Model-A,RGB-9504,LINE-02,CNC-03,TOOL-11,FIX-A3,OP-003,Swing,2026-03-05 18:48:31,AOI,87.5,23980,789.3,3.14,0.962,-84.3,0.3249,7.4,0.7045,0.0152,789.0,48.4,None,None,Pass,OK
GLS-2026-0000127,LOT-2026-W07-B,CG-Model-B,RGB-9529,LINE-02,CNC-02,TOOL-20,FIX-B3,OP-012,Swing,2026-02-05 14:14:34,AOI,74.9,24200,839.3,3.22,0.936,-81.0,0.2995,0.0,0.6979,0.0397,785.3,45.4,None,None,Pass,OK
GLS-2026-0000128,LOT-2026-W12-C,CG-Model-B,RGB-8751,LINE-01,CNC-01,TOOL-20,FIX-A1,OP-013,Day,2026-03-17 08:52:42,AOI,34.0,24206,807.5,2.89,0.909,-79.8,0.2943,0.0,0.7015,0.0126,787.2,47.9,None,None,Pass,OK
GLS-2026-0000129,LOT-2026-W09-D,CG-Model-B,RGB-9631,LINE-01,CNC-05,TOOL-13,FIX-C3,OP-024,Swing,2026-03-06 07:50:38,AOI,59.4,24463,854.1,3.26,0.989,-85.1,0.2952,0.0,0.6994,0.0173,790.1,46.2,None,None,Pass,OK
GLS-2026-0000130,LOT-2026-W10-A,CG-Model-A,RGB-9546,LINE-01,CNC-05,TOOL-15,FIX-B2,OP-014,Day,2026-03-09 19:31:40,AOI,63.1,24306,750.0,3.23,0.99,-77.0,0.3346,0.0,0.7027,0.0363,788.9,46.9,None,None,Pass,OK
GLS-2026-0000131,LOT-2026-W08-C,CG-Model-C,RGB-9396,LINE-01,CNC-05,TOOL-08,FIX-B1,OP-013,Swing,2026-03-05 18:59:58,AOI,29.3,24075,785.6,3.09,1.0,-76.2,0.2859,0.0,0.7019,0.0401,789.5,44.0,None,None,Pass,OK
GLS-2026-0000132,LOT-2026-W08-C,CG-Model-A,RGB-8579,LINE-02,CNC-01,TOOL-01,FIX-C3,OP-030,Day,2026-03-05 02:34:57,AOI,24.5,24358,834.7,3.02,0.964,-82.2,0.2896,0.0,0.6948,0.0425,797.3,48.0,None,None,Pass,OK
GLS-2026-0000133,LOT-2026-W07-B,CG-Model-B,RGB-8444,LINE-01,CNC-05,TOOL-14,FIX-B2,OP-004,Day,2026-02-06 06:04:06,AOI,13.0,24290,897.8,3.14,1.0,-80.0,0.3061,0.0,0.7068,0.0385,770.0,48.4,None,None,Pass,OK
GLS-2026-0000134,LOT-2026-W08-C,CG-Model-C,RGB-8595,LINE-01,CNC-04,TOOL-17,FIX-C2,OP-018,Swing,2026-03-05 10:24:58,AOI,85.8,23841,882.6,2.93,0.915,-83.1,0.2998,55.0,0.6981,0.0201,781.4,42.7,None,None,Pass,OK
GLS-2026-0000135,LOT-2026-W13-D,CG-Model-B,RGB-8635,LINE-01,CNC-02,TOOL-05,FIX-A1,OP-022,Swing,2026-03-19 02:31:06,AOI,79.4,23917,889.0,3.17,0.95,-83.1,0.3306,0.0,0.7027,0.0092,780.5,44.6,None,None,Pass,OK
GLS-2026-0000136,LOT-2026-W11-B,CG-Model-B,RGB-8731,LINE-02,CNC-02,TOOL-19,FIX-C3,OP-003,Day,2026-02-18 15:05:54,AOI,76.8,23911,877.8,3.2,0.998,-81.6,0.3189,0.0,0.7,0.0585,779.8,42.4,None,None,Pass,OK
GLS-2026-0000137,LOT-2026-W09-D,CG-Model-B,RGB-9534,LINE-02,CNC-03,TOOL-12,FIX-C2,OP-028,Day,2026-03-07 23:09:03,AOI,38.3,23700,864.9,3.15,1.0,-77.6,0.2973,0.0,0.6945,0.0344,789.0,48.8,None,None,Pass,OK
GLS-2026-0000138,LOT-2026-W06-A,CG-Model-B,RGB-9446,LINE-02,CNC-06,TOOL-06,FIX-A3,OP-023,Day,2026-02-02 18:53:54,AOI,56.1,24248,811.4,3.02,0.978,-84.2,0.299,0.0,0.705,0.0241,781.5,45.2,None,None,Pass,OK
GLS-2026-0000139,LOT-2026-W12-C,CG-Model-C,RGB-8677,LINE-01,CNC-05,TOOL-11,FIX-A1,OP-004,Day,2026-02-21 03:43:08,AOI,94.2,23980,920.1,3.11,0.928,-80.0,0.3241,36.4,0.6937,0.0328,790.1,47.6,None,None,Pass,OK
GLS-2026-0000140,LOT-2026-W06-A,CG-Model-A,RGB-8496,LINE-02,CNC-02,TOOL-14,FIX-B1,OP-014,Swing,2026-02-26 07:54:38,AOI,60.0,24020,880.8,3.12,0.942,-84.2,0.3064,0.0,0.7056,0.0253,786.6,45.9,None,None,Pass,OK
GLS-2026-0000141,LOT-2026-W08-C,CG-Model-A,RGB-9459,LINE-01,CNC-03,TOOL-06,FIX-C2,OP-004,Day,2026-03-29 23:58:18,AOI,86.8,23750,829.5,3.34,1.0,-82.8,0.3247,18.4,0.7092,0.0322,774.0,47.1,None,None,Pass,OK
GLS-2026-0000142,LOT-2026-W10-A,CG-Model-C,RGB-8148,LINE-02,CNC-04,TOOL-22,FIX-C1,OP-022,Day,2026-02-13 10:42:06,AOI,40.6,24011,869.1,3.19,1.0,-80.1,0.2956,0.0,0.6995,0.0173,771.0,48.4,None,None,Pass,OK
GLS-2026-0000143,LOT-2026-W11-B,CG-Model-B,RGB-9132,LINE-01,CNC-02,TOOL-21,FIX-A1,OP-012,Night,2026-02-17 00:57:18,AOI,76.7,24243,897.6,3.02,0.952,-78.7,0.3085,0.0,0.696,0.0425,780.1,44.3,None,None,Pass,OK
GLS-2026-0000144,LOT-2026-W13-D,CG-Model-B,RGB-8518,LINE-01,CNC-04,TOOL-01,FIX-B1,OP-029,Swing,2026-02-24 16:40:18,AOI,39.5,23670,827.6,3.29,0.956,-77.9,0.3072,0.0,0.7073,0.0567,778.5,43.6,None,None,Pass,OK
GLS-2026-0000145,LOT-2026-W09-D,CG-Model-B,RGB-9184,LINE-02,CNC-05,TOOL-16,FIX-C1,OP-024,Swing,2026-03-30 13:47:25,AOI,47.9,23731,832.8,3.41,0.927,-81.5,0.2911,0.0,0.706,0.0304,772.9,45.9,None,None,Pass,OK
GLS-2026-0000146,LOT-2026-W06-A,CG-Model-A,RGB-8917,LINE-02,CNC-05,TOOL-19,FIX-A2,OP-027,Night,2026-03-22 11:56:13,AOI,79.0,24140,869.8,2.98,0.921,-86.0,0.3057,0.0,0.6936,0.0092,782.3,51.1,None,None,Pass,OK
GLS-2026-0000147,LOT-2026-W06-A,CG-Model-B,RGB-8140,LINE-02,CNC-01,TOOL-03,FIX-C2,OP-009,Day,2026-02-03 00:17:33,AOI,80.0,24183,806.4,3.27,0.983,-85.0,0.3149,0.0,0.6964,0.0128,785.9,49.3,None,None,Pass,OK
GLS-2026-0000148,LOT-2026-W10-A,CG-Model-C,RGB-8637,LINE-02,CNC-05,TOOL-20,FIX-B2,OP-022,Day,2026-02-14 13:38:37,AOI,22.4,24151,890.4,3.23,0.994,-83.2,0.2903,0.0,0.7016,0.0076,749.0,46.7,None,None,Pass,OK
GLS-2026-0000149,LOT-2026-W13-D,CG-Model-A,RGB-9005,LINE-02,CNC-03,TOOL-01,FIX-C2,OP-006,Day,2026-03-20 15:46:15,AOI,50.5,23719,827.6,3.11,0.977,-82.8,0.302,0.0,0.694,0.0207,792.5,47.2,None,None,Pass,OK
GLS-2026-0000150,LOT-2026-W07-B,CG-Model-A,RGB-9438,LINE-01,CNC-03,TOOL-22,FIX-C3,OP-030,Night,2026-02-04 09:09:26,AOI,36.5,23654,841.9,3.22,0.908,-84.6,0.3068,0.0,0.7017,0.0349,816.3,43.3,None,None,Pass,OK
GLS-2026-0000151,LOT-2026-W06-A,CG-Model-A,RGB-9841,LINE-02,CNC-01,TOOL-06,FIX-C2,OP-002,Swing,2026-03-22 15:05:37,AOI,57.8,24041,822.3,3.08,0.98,-76.6,0.3237,0.0,0.6995,0.0045,795.8,49.8,None,None,Pass,OK
GLS-2026-0000152,LOT-2026-W11-B,CG-Model-B,RGB-8154,LINE-02,CNC-01,TOOL-23,FIX-C1,OP-021,Day,2026-02-17 07:41:10,AOI,29.9,23886,893.6,3.52,0.892,-82.1,0.2921,0.0,0.7019,0.0205,799.5,47.6,None,None,Pass,OK
GLS-2026-0000153,LOT-2026-W07-B,CG-Model-A,RGB-9398,LINE-01,CNC-03,TOOL-24,FIX-C1,OP-022,Day,2026-03-26 05:22:18,AOI,37.2,23949,830.3,3.39,0.877,-82.1,0.2996,0.0,0.7009,0.0142,768.3,46.0,None,None,Pass,OK
GLS-2026-0000154,LOT-2026-W11-B,CG-Model-B,RGB-9311,LINE-01,CNC-05,TOOL-07,FIX-A3,OP-016,Swing,2026-02-18 00:40:57,AOI,57.9,24164,777.3,3.24,0.932,-80.6,0.3141,0.0,0.6995,0.0287,792.7,44.2,None,None,Pass,OK
GLS-2026-0000155,LOT-2026-W06-A,CG-Model-A,RGB-8012,LINE-02,CNC-06,TOOL-17,FIX-A2,OP-029,Night,2026-02-26 04:34:08,AOI,57.1,24186,766.6,3.13,0.929,-84.3,0.304,0.0,0.7029,0.0546,781.0,45.0,None,None,Pass,OK
GLS-2026-0000156,LOT-2026-W10-A,CG-Model-A,RGB-8627,LINE-01,CNC-05,TOOL-07,FIX-A3,OP-002,Swing,2026-03-11 09:23:16,AOI,88.4,23601,820.3,3.1,0.994,-85.0,0.3073,70.4,0.7061,0.0361,775.2,50.0,None,None,Pass,OK
GLS-2026-0000157,LOT-2026-W08-C,CG-Model-A,RGB-8278,LINE-02,CNC-06,TOOL-20,FIX-A2,OP-007,Day,2026-02-08 07:46:58,AOI,26.9,23940,803.7,3.22,1.0,-85.9,0.2886,0.0,0.7021,0.0292,793.7,46.3,None,None,Pass,OK
GLS-2026-0000158,LOT-2026-W08-C,CG-Model-A,RGB-8367,LINE-02,CNC-05,TOOL-19,FIX-A1,OP-022,Day,2026-03-05 07:23:19,AOI,24.7,23585,821.3,3.12,0.912,-80.5,0.2824,0.0,0.6975,0.0304,776.8,49.2,None,None,Pass,OK
GLS-2026-0000159,LOT-2026-W07-B,CG-Model-C,RGB-8662,LINE-02,CNC-02,TOOL-06,FIX-B2,OP-003,Swing,2026-03-02 06:58:53,AOI,60.1,23963,793.3,3.24,0.979,-85.1,0.3291,0.0,0.6991,0.0464,781.3,47.1,None,None,Pass,OK
GLS-2026-0000160,LOT-2026-W13-D,CG-Model-C,RGB-8466,LINE-01,CNC-03,TOOL-15,FIX-C1,OP-013,Day,2026-03-18 11:11:10,AOI,65.9,23654,852.4,3.1,0.929,-75.0,0.3055,0.0,0.7038,0.0414,775.0,48.5,None,None,Pass,OK
GLS-2026-0000161,LOT-2026-W09-D,CG-Model-B,RGB-9217,LINE-02,CNC-01,TOOL-06,FIX-B1,OP-015,Day,2026-03-30 18:34:50,AOI,52.9,24297,858.3,3.23,0.962,-81.0,0.3057,0.0,0.6989,0.0175,779.1,44.8,None,None,Pass,OK
GLS-2026-0000162,LOT-2026-W10-A,CG-Model-C,RGB-8396,LINE-02,CNC-06,TOOL-05,FIX-A1,OP-007,Day,2026-03-11 12:43:28,AOI,93.5,24264,846.5,3.19,0.928,-86.3,0.3163,0.0,0.7055,0.0151,801.6,46.6,None,None,Pass,OK
GLS-2026-0000163,LOT-2026-W13-D,CG-Model-A,RGB-8293,LINE-01,CNC-03,TOOL-08,FIX-C2,OP-003,Swing,2026-02-24 17:35:15,AOI,69.0,24332,901.6,3.23,0.969,-74.4,0.3076,0.0,0.6998,0.0038,774.0,49.1,None,None,Pass,OK
GLS-2026-0000164,LOT-2026-W13-D,CG-Model-C,RGB-9721,LINE-01,CNC-06,TOOL-08,FIX-B2,OP-011,Night,2026-02-24 13:41:25,AOI,81.3,23966,826.8,3.01,0.997,-83.6,0.327,12.4,0.7041,0.0311,798.0,46.0,None,None,Pass,OK
GLS-2026-0000165,LOT-2026-W06-A,CG-Model-B,RGB-9047,LINE-01,CNC-03,TOOL-09,FIX-A2,OP-022,Day,2026-02-25 05:47:54,AOI,51.4,24709,901.2,3.25,1.0,-85.9,0.3037,0.0,0.6976,0.0201,775.1,42.6,None,None,Pass,OK
GLS-2026-0000166,LOT-2026-W13-D,CG-Model-B,RGB-8590,LINE-01,CNC-03,TOOL-16,FIX-C2,OP-022,Day,2026-03-20 05:06:58,AOI,52.6,23576,804.1,3.03,0.988,-81.1,0.3019,0.0,0.7002,0.0066,782.7,46.5,None,None,Pass,OK
GLS-2026-0000167,LOT-2026-W12-C,CG-Model-B,RGB-9644,LINE-02,CNC-05,TOOL-18,FIX-B1,OP-021,Swing,2026-02-19 15:07:56,AOI,55.5,24132,852.0,3.31,0.929,-83.6,0.3014,0.0,0.6904,0.0315,797.9,46.8,None,None,Pass,OK
GLS-2026-0000168,LOT-2026-W09-D,CG-Model-A,RGB-9624,LINE-01,CNC-05,TOOL-15,FIX-B3,OP-006,Day,2026-02-10 16:25:34,AOI,98.0,24060,869.3,2.99,0.891,-81.2,0.3135,600.2,0.6962,0.0149,787.2,42.9,Edge_Chipping,Edge,Fail,NG
GLS-2026-0000169,LOT-2026-W12-C,CG-Model-A,RGB-8018,LINE-02,CNC-02,TOOL-09,FIX-C1,OP-029,Night,2026-02-20 09:20:01,AOI,9.1,24060,835.5,3.02,0.949,-78.0,0.2688,0.0,0.6985,0.0367,799.8,46.4,None,None,Pass,OK
GLS-2026-0000170,LOT-2026-W06-A,CG-Model-A,RGB-8579,LINE-01,CNC-05,TOOL-20,FIX-B3,OP-018,Day,2026-02-02 07:36:54,AOI,16.7,23570,782.7,3.15,0.952,-80.8,0.286,0.0,0.7011,0.0352,774.9,47.3,None,None,Pass,OK
GLS-2026-0000171,LOT-2026-W08-C,CG-Model-B,RGB-9079,LINE-02,CNC-05,TOOL-20,FIX-B1,OP-028,Night,2026-02-07 03:45:01,AOI,35.7,24721,805.8,3.13,0.939,-86.3,0.2844,0.0,0.6998,0.0284,773.2,46.3,None,None,Pass,OK
GLS-2026-0000172,LOT-2026-W07-B,CG-Model-B,RGB-8007,LINE-01,CNC-02,TOOL-10,FIX-A2,OP-008,Night,2026-02-06 05:20:47,AOI,38.8,24271,836.1,2.98,0.818,-79.6,0.291,0.0,0.6994,0.0473,795.5,49.8,None,None,Pass,OK
GLS-2026-0000173,LOT-2026-W12-C,CG-Model-C,RGB-9350,LINE-01,CNC-02,TOOL-10,FIX-C3,OP-030,Day,2026-03-17 18:00:03,AOI,65.0,24102,881.1,3.28,1.0,-80.0,0.3141,0.0,0.7035,0.0176,778.7,48.4,None,None,Pass,OK
GLS-2026-0000174,LOT-2026-W11-B,CG-Model-A,RGB-8013,LINE-01,CNC-03,TOOL-16,FIX-A1,OP-002,Day,2026-03-14 21:31:27,AOI,28.7,24094,952.4,3.13,0.97,-88.9,0.2938,0.0,0.7092,0.0267,774.7,48.9,None,None,Pass,OK
GLS-2026-0000175,LOT-2026-W11-B,CG-Model-B,RGB-9967,LINE-01,CNC-05,TOOL-20,FIX-A2,OP-022,Day,2026-03-13 09:54:17,AOI,49.4,23875,802.8,3.3,1.0,-82.4,0.2909,0.0,0.7033,0.0318,792.7,44.4,None,None,Pass,OK
GLS-2026-0000176,LOT-2026-W06-A,CG-Model-B,RGB-8735,LINE-01,CNC-05,TOOL-21,FIX-B2,OP-028,Day,2026-02-27 18:55:59,AOI,85.6,24309,810.8,3.13,0.932,-76.7,0.3429,0.0,0.6964,0.0337,782.3,46.6,None,None,Pass,OK
GLS-2026-0000177,LOT-2026-W11-B,CG-Model-A,RGB-9067,LINE-02,CNC-04,TOOL-07,FIX-C2,OP-026,Day,2026-03-14 14:08:43,AOI,51.4,24402,844.1,3.24,0.935,-84.6,0.2924,0.0,0.6978,0.0255,782.9,43.3,None,None,Pass,OK
GLS-2026-0000178,LOT-2026-W09-D,CG-Model-A,RGB-9707,LINE-01,CNC-05,TOOL-18,FIX-C3,OP-020,Day,2026-02-10 08:29:25,AOI,50.9,23640,883.3,3.11,0.876,-91.3,0.3095,0.0,0.6954,0.0495,798.7,46.8,None,None,Pass,OK
GLS-2026-0000179,LOT-2026-W07-B,CG-Model-B,RGB-9104,LINE-01,CNC-06,TOOL-21,FIX-B1,OP-001,Swing,2026-03-25 05:39:55,AOI,84.5,24021,869.5,3.2,0.933,-84.2,0.3158,37.0,0.6993,0.0428,786.0,45.1,None,None,Pass,OK
